Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,Machine Learning (Statistics),Machine Learning,2021-10-22,10,2021,,Reconstruction of Sentinel-2 Time Series Using Robust Gaussian Mixture Models -- Application to the Detection of Anomalous Crop Development in wheat and rapeseed crops,,http://arxiv.org/abs/2110.11780v2,"Missing data is a recurrent problem in remote sensing, mainly due to cloud coverage for multispectral images and acquisition problems. This can be a critical issue for crop monitoring, especially for applications relying on machine learning techniques, which generally assume that the feature matrix does not have missing values. This paper proposes a Gaussian Mixture Model (GMM) for the reconstruction of parcel-level features extracted from multispectral images. A robust version of the GMM is also investigated, since datasets can be contaminated by inaccurate samples or features (e.g., wrong crop type reported, inaccurate boundaries, undetected clouds, etc). Additional features extracted from Synthetic Aperture Radar (SAR) images using Sentinel-1 data are also used to provide complementary information and improve the imputations. The robust GMM investigated in this work assigns reduced weights to the outliers during the estimation of the GMM parameters, which improves the final reconstruction. These weights are computed at each step of an Expectation-Maximization (EM) algorithm by using outlier scores provided by the isolation forest algorithm. Experimental validation is conducted on rapeseed and wheat parcels located in the Beauce region (France). Overall, we show that the GMM imputation method outperforms other reconstruction strategies. A mean absolute error (MAE) of 0.013 (resp. 0.019) is obtained for the imputation of the median Normalized Difference Index (NDVI) of the rapeseed (resp. wheat) parcels. Other indicators (e.g., Normalized Difference Water Index) and statistics (for instance the interquartile range, which captures heterogeneity among the parcel indicator) are reconstructed at the same time with good accuracy. In a dataset contaminated by irrelevant samples, using the robust GMM is recommended since the standard GMM imputation can lead to inaccurate imputed values.",,,"@article{mouret2021reconstruction,
  title={Reconstruction of Sentinel-2 Time Series Using Robust Gaussian Mixture Models -- Application to the Detection of Anomalous Crop Development in wheat and rapeseed crops},
  author={Florian Mouret and Mohanad Albughdadi and Sylvie Duthoit and Denis Kouamé and Guillaume Rieu and Jean-Yves Tourneret},
  journal={arXiv preprint arXiv:2110.11780v2},
  year={2021},
  url={http://arxiv.org/abs/2110.11780v2}
}","Florian Mouret, Mohanad Albughdadi, Sylvie Duthoit, Denis Kouamé, Guillaume Rieu, Jean-Yves Tourneret",,2026-04-18
Method,Computer Vision,,2021-11-04,11,2021,,Nondestructive Testing of Composite Fibre Materials with Hyperspectral Imaging : Evaluative Studies in the EU H2020 FibreEUse Project,,http://arxiv.org/abs/2111.03443v1,"Through capturing spectral data from a wide frequency range along with the spatial information, hyperspectral imaging (HSI) can detect minor differences in terms of temperature, moisture and chemical composition. Therefore, HSI has been successfully applied in various applications, including remote sensing for security and defense, precision agriculture for vegetation and crop monitoring, food/drink, and pharmaceuticals quality control. However, for condition monitoring and damage detection in carbon fibre reinforced polymer (CFRP), the use of HSI is a relatively untouched area, as existing non-destructive testing (NDT) techniques focus mainly on delivering information about physical integrity of structures but not on material composition. To this end, HSI can provide a unique way to tackle this challenge. In this paper, with the use of a near-infrared HSI camera, applications of HSI for the non-destructive inspection of CFRP products are introduced, taking the EU H2020 FibreEUse project as the background. Technical challenges and solutions on three case studies are presented in detail, including adhesive residues detection, surface damage detection and Cobot based automated inspection. Experimental results have fully demonstrated the great potential of HSI and related vision techniques for NDT of CFRP, especially the potential to satisfy the industrial manufacturing environment.",,"11 pages, 12 figures","@article{yan2021nondestructive,
  title={Nondestructive Testing of Composite Fibre Materials with Hyperspectral Imaging : Evaluative Studies in the EU H2020 FibreEUse Project},
  author={Yijun Yan and Jinchang Ren and Huan Zhao and James F. C. Windmill and Winifred Ijomah and Jesper de Wit and Justus von Freeden},
  journal={arXiv preprint arXiv:2111.03443v1},
  year={2021},
  url={http://arxiv.org/abs/2111.03443v1}
}","Yijun Yan, Jinchang Ren, Huan Zhao, James F. C. Windmill, Winifred Ijomah, Jesper de Wit, Justus von Freeden",,2026-04-18
Method,Image and Video Processing,Computer Vision,2021-11-05,11,2021,,Multi-Spectral Multi-Image Super-Resolution of Sentinel-2 with Radiometric Consistency Losses and Its Effect on Building Delineation,,http://arxiv.org/abs/2111.03231v1,"High resolution remote sensing imagery is used in broad range of tasks, including detection and classification of objects. High-resolution imagery is however expensive, while lower resolution imagery is often freely available and can be used by the public for range of social good applications. To that end, we curate a multi-spectral multi-image super-resolution dataset, using PlanetScope imagery from the SpaceNet 7 challenge as the high resolution reference and multiple Sentinel-2 revisits of the same imagery as the low-resolution imagery. We present the first results of applying multi-image super-resolution (MISR) to multi-spectral remote sensing imagery. We, additionally, introduce a radiometric consistency module into MISR model the to preserve the high radiometric resolution of the Sentinel-2 sensor. We show that MISR is superior to single-image super-resolution and other baselines on a range of image fidelity metrics. Furthermore, we conduct the first assessment of the utility of multi-image super-resolution on building delineation, showing that utilising multiple images results in better performance in these downstream tasks.",,,"@article{razzak2021multispectral,
  title={Multi-Spectral Multi-Image Super-Resolution of Sentinel-2 with Radiometric Consistency Losses and Its Effect on Building Delineation},
  author={Muhammed Razzak and Gonzalo Mateo-Garcia and Luis Gómez-Chova and Yarin Gal and Freddie Kalaitzis},
  journal={arXiv preprint arXiv:2111.03231v1},
  year={2021},
  url={http://arxiv.org/abs/2111.03231v1}
}","Muhammed Razzak, Gonzalo Mateo-Garcia, Luis Gómez-Chova, Yarin Gal, Freddie Kalaitzis",CLS;SR,2026-04-18
Method,physics.optics,cond-mat.mes-hall; cond-mat.mtrl-sci,2021-11-10,11,2021,,Ferroelectric superdomain controlled graphene plasmon for tunable mid-infrared photodetector with dual-band spectral selectivity,,http://arxiv.org/abs/2111.05502v3,"Dual-band infrared photodetectors (DBIPs) can discriminate desired signals from complex scenes and thus are highly expected for threat-warning, remote sensing, and astronomy applications. Conventional DBIPs with high-performances are, however, typically based on semiconductor thin films, but remain the challenges of complex spatial align, expensive growth and cooling requirement. Here, we report a tunable graphene plasmonic photodetector with dual-band infrared spectral selectivity driven by ferroelectric superdomain. The periodic ferroelectric polarization array with nanoscale ring shapes provides ultrahigh electrostatic field for spatially doping of monolayer graphene to desired patterns, and is further used to excite and confine intrinsic graphene plasmons. Our devices exhibit tunable resonance photoresponse in both two bands of 3.7-16.3 um and 15.1-52.1 um. The numerical calculations show that our devices own ultrahigh responsivities of 667-1080 A W-1 at room temperature in range of 5-50 um. Our devices make possible the applications of infrared imaging system and both stationary and motion state of objects detection. These investigations provide a novel approach for advanced infrared system construction by employing simple, low-cost, uncooling multispectral detectors array.",,"17 pages, 5 figures","@article{guo2021ferroelectric,
  title={Ferroelectric superdomain controlled graphene plasmon for tunable mid-infrared photodetector with dual-band spectral selectivity},
  author={Junxiong Guo and Lin Lin and Shangdong Li and Jianbo Chen and Shicai Wang and Wanjing Wu and Ji Cai and Tingchuan Zhou and Yu Liu and Huang Wen},
  journal={arXiv preprint arXiv:2111.05502v3},
  year={2021},
  url={http://arxiv.org/abs/2111.05502v3}
}","Junxiong Guo, Lin Lin, Shangdong Li, Jianbo Chen, Shicai Wang, Wanjing Wu, Ji Cai, Tingchuan Zhou, Yu Liu, Huang Wen",,2026-04-18
Method,Computer Vision,Image and Video Processing,2021-11-15,11,2021,,On the validation of pansharpening methods,,http://arxiv.org/abs/2111.07625v1,"Validation of the quality of pansharpening methods is a difficult task because the reference is not directly available. In the meantime, two main approaches have been established: validation in reduced resolution and original resolution. In the former approach it is still not clear how the data are to be processed to a lower resolution. Other open issues are related to the question which resolution and measures should be used. In the latter approach the main problem is how the appropriate measure should be selected. In the most comparison studies the results of both approaches do not correspond, that means in each case other methods are selected as the best ones. Thus, the developers of the new pansharpening methods still stand in the front of dilemma: how to perform a correct or appropriate comparison/evaluation/validation. It should be noted, that the third approach is possible, that is to perform the comparison of methods in a particular application with the usage of their ground truth. But this is not always possible, because usually developers are not working with applications. Moreover, it can be an additional computational load for a researcher in a particular application. In this paper some of the questions/problems raised above are approached/discussed. The following component substitution (CS) and high pass filtering (HPF) pansharpening methods with additive and multiplicative models and their enhancements such as haze correction, histogram matching, usage of spectral response functions (SRF), modulation transfer function (MTF) based lowpass filtering are investigated on remote sensing data of WorldView-2 and WorldView-4 sensors.",,"18 pages, 5 figures","@article{palubinskas2021on,
  title={On the validation of pansharpening methods},
  author={Gintautas Palubinskas},
  journal={arXiv preprint arXiv:2111.07625v1},
  year={2021},
  url={http://arxiv.org/abs/2111.07625v1}
}",Gintautas Palubinskas,,2026-04-18
Method,Computer Vision,Signal Processing,2021-11-16,11,2021,,SEnSeI: A Deep Learning Module for Creating Sensor Independent Cloud Masks,,http://arxiv.org/abs/2111.08349v1,"We introduce a novel neural network architecture -- Spectral ENcoder for SEnsor Independence (SEnSeI) -- by which several multispectral instruments, each with different combinations of spectral bands, can be used to train a generalised deep learning model. We focus on the problem of cloud masking, using several pre-existing datasets, and a new, freely available dataset for Sentinel-2. Our model is shown to achieve state-of-the-art performance on the satellites it was trained on (Sentinel-2 and Landsat 8), and is able to extrapolate to sensors it has not seen during training such as Landsat 7, PerúSat-1, and Sentinel-3 SLSTR. Model performance is shown to improve when multiple satellites are used in training, approaching or surpassing the performance of specialised, single-sensor models. This work is motivated by the fact that the remote sensing community has access to data taken with a hugely variety of sensors. This has inevitably led to labelling efforts being undertaken separately for different sensors, which limits the performance of deep learning models, given their need for huge training sets to perform optimally. Sensor independence can enable deep learning models to utilise multiple datasets for training simultaneously, boosting performance and making them much more widely applicable. This may lead to deep learning approaches being used more frequently for on-board applications and in ground segment data processing, which generally require models to be ready at launch or soon afterwards.",,the IEEE Transactions on Geoscience and Remote Sensing,"@article{francis2021sensei,
  title={SEnSeI: A Deep Learning Module for Creating Sensor Independent Cloud Masks},
  author={Alistair Francis and John Mrziglod and Panagiotis Sidiropoulos and Jan-Peter Muller},
  journal={arXiv preprint arXiv:2111.08349v1},
  year={2021},
  url={http://arxiv.org/abs/2111.08349v1}
}","Alistair Francis, John Mrziglod, Panagiotis Sidiropoulos, Jan-Peter Muller",,2026-04-18
Method,Computer Vision,Machine Learning,2021-11-17,11,2021,,TorchGeo: Deep Learning With Geospatial Data,,http://arxiv.org/abs/2111.08872v4,"Remotely sensed geospatial data are critical for applications including precision agriculture, urban planning, disaster monitoring and response, and climate change research, among others. Deep learning methods are particularly promising for modeling many remote sensing tasks given the success of deep neural networks in similar computer vision tasks and the sheer volume of remotely sensed imagery available. However, the variance in data collection methods and handling of geospatial metadata make the application of deep learning methodology to remotely sensed data nontrivial. For example, satellite imagery often includes additional spectral bands beyond red, green, and blue and must be joined to other geospatial data sources that can have differing coordinate systems, bounds, and resolutions. To help realize the potential of deep learning for remote sensing applications, we introduce TorchGeo, a Python library for integrating geospatial data into the PyTorch deep learning ecosystem. TorchGeo provides data loaders for a variety of benchmark datasets, composable datasets for generic geospatial data sources, samplers for geospatial data, and transforms that work with multispectral imagery. TorchGeo is also the first library to provide pre-trained models for multispectral satellite imagery (e.g., models that use all bands from the Sentinel-2 satellites), allowing for advances in transfer learning on downstream remote sensing tasks with limited labeled data. We use TorchGeo to create reproducible benchmark results on existing datasets and benchmark our proposed method for preprocessing geospatial imagery on the fly. TorchGeo is open source and available on GitHub: https://github.com/microsoft/torchgeo.",https://github.com/microsoft/torchgeo,,"@article{stewart2021torchgeo,
  title={TorchGeo: Deep Learning With Geospatial Data},
  author={Adam J. Stewart and Caleb Robinson and Isaac A. Corley and Anthony Ortiz and Juan M. Lavista Ferres and Arindam Banerjee},
  journal={arXiv preprint arXiv:2111.08872v4},
  year={2021},
  url={http://arxiv.org/abs/2111.08872v4}
}","Adam J. Stewart, Caleb Robinson, Isaac A. Corley, Anthony Ortiz, Juan M. Lavista Ferres, Arindam Banerjee",,2026-04-18
Method,Computer Vision,,2021-11-18,11,2021,,Benchmarking and scaling of deep learning models for land cover image classification,,http://arxiv.org/abs/2111.09451v3,"The availability of the sheer volume of Copernicus Sentinel-2 imagery has created new opportunities for exploiting deep learning (DL) methods for land use land cover (LULC) image classification. However, an extensive set of benchmark experiments is currently lacking, i.e. DL models tested on the same dataset, with a common and consistent set of metrics, and in the same hardware. In this work, we use the BigEarthNet Sentinel-2 dataset to benchmark for the first time different state-of-the-art DL models for the multi-label, multi-class LULC image classification problem, contributing with an exhaustive zoo of 60 trained models. Our benchmark includes standard CNNs, as well as non-convolutional methods. We put to the test EfficientNets and Wide Residual Networks (WRN) architectures, and leverage classification accuracy, training time and inference rate. Furthermore, we propose to use the EfficientNet framework for the compound scaling of a lightweight WRN. Enhanced with an Efficient Channel Attention mechanism, our scaled lightweight model emerged as the new state-of-the-art. It achieves 4.5% higher averaged F-Score classification accuracy for all 19 LULC classes compared to a standard ResNet50 baseline model, with an order of magnitude less trainable parameters. We provide access to all trained models, along with our code for distributed training on multiple GPU nodes. This model zoo of pre-trained encoders can be used for transfer learning and rapid prototyping in different remote sensing tasks that use Sentinel-2 data, instead of exploiting backbone models trained with data from a different domain, e.g., from ImageNet. We validate their suitability for transfer learning in different datasets of diverse volumes. Our top-performing WRN achieves state-of-the-art performance (71.1% F-Score) on the SEN12MS dataset while being exposed to only a small fraction of the training dataset.",,25 pages,"@article{papoutsis2021benchmarking,
  title={Benchmarking and scaling of deep learning models for land cover image classification},
  author={Ioannis Papoutsis and Nikolaos-Ioannis Bountos and Angelos Zavras and Dimitrios Michail and Christos Tryfonopoulos},
  journal={arXiv preprint arXiv:2111.09451v3},
  year={2021},
  url={http://arxiv.org/abs/2111.09451v3}
}","Ioannis Papoutsis, Nikolaos-Ioannis Bountos, Angelos Zavras, Dimitrios Michail, Christos Tryfonopoulos",CLS,2026-04-18
Method,Image and Video Processing,Computer Vision; Machine Learning,2021-11-18,11,2021,,A Trainable Spectral-Spatial Sparse Coding Model for Hyperspectral Image Restoration,,http://arxiv.org/abs/2111.09708v1,"Hyperspectral imaging offers new perspectives for diverse applications, ranging from the monitoring of the environment using airborne or satellite remote sensing, precision farming, food safety, planetary exploration, or astrophysics. Unfortunately, the spectral diversity of information comes at the expense of various sources of degradation,  and the lack of accurate ground-truth ""clean"" hyperspectral signals acquired on the spot makes restoration tasks challenging. In particular, training deep neural networks for restoration is difficult, in contrast to traditional RGB imaging problems where deep models tend to shine. In this paper, we advocate instead for a hybrid approach based on sparse coding principles that retains the interpretability of classical techniques encoding domain knowledge with handcrafted image priors, while allowing to train model parameters end-to-end without massive amounts of data. We show on various denoising benchmarks that our method is computationally efficient and  significantly outperforms the state of the art.",,,"@article{bodrito2021a,
  title={A Trainable Spectral-Spatial Sparse Coding Model for Hyperspectral Image Restoration},
  author={Théo Bodrito and Alexandre Zouaoui and Jocelyn Chanussot and Julien Mairal},
  journal={arXiv preprint arXiv:2111.09708v1},
  year={2021},
  url={http://arxiv.org/abs/2111.09708v1}
}","Théo Bodrito, Alexandre Zouaoui, Jocelyn Chanussot, Julien Mairal",SR,2026-04-18
Method,Computer Vision,Machine Learning,2021-11-23,11,2021,,Weakly-Supervised Cloud Detection with Fixed-Point GANs,,http://arxiv.org/abs/2111.11879v1,"The detection of clouds in satellite images is an essential preprocessing task for big data in remote sensing. Convolutional neural networks (CNNs) have greatly advanced the state-of-the-art in the detection of clouds in satellite images, but existing CNN-based methods are costly as they require large amounts of training images with expensive pixel-level cloud labels. To alleviate this cost, we propose Fixed-Point GAN for Cloud Detection (FCD), a weakly-supervised approach. Training with only image-level labels, we learn fixed-point translation between clear and cloudy images, so only clouds are affected during translation. Doing so enables our approach to predict pixel-level cloud labels by translating satellite images to clear ones and setting a threshold to the difference between the two images. Moreover, we propose FCD+, where we exploit the label-noise robustness of CNNs to refine the prediction of FCD, leading to further improvements. We demonstrate the effectiveness of our approach on the Landsat-8 Biome cloud detection dataset, where we obtain performance close to existing fully-supervised methods that train with expensive pixel-level labels. By fine-tuning our FCD+ with just 1% of the available pixel-level labels, we match the performance of fully-supervised methods.",,Accepted to the 3rd IEEE Workshop on Machine Learning for Big Data Analytics in Remote Sensing,"@article{nyborg2021weaklysupervised,
  title={Weakly-Supervised Cloud Detection with Fixed-Point GANs},
  author={Joachim Nyborg and Ira Assent},
  journal={arXiv preprint arXiv:2111.11879v1},
  year={2021},
  url={http://arxiv.org/abs/2111.11879v1}
}","Joachim Nyborg, Ira Assent",,2026-04-18
Method,Image and Video Processing,Computer Vision,2021-11-24,11,2021,,LDP-Net: An Unsupervised Pansharpening Network Based on Learnable Degradation Processes,,http://arxiv.org/abs/2111.12483v1,"Pansharpening in remote sensing image aims at acquiring a high-resolution multispectral (HRMS) image directly by fusing a low-resolution multispectral (LRMS) image with a panchromatic (PAN) image. The main concern is how to effectively combine the rich spectral information of LRMS image with the abundant spatial information of PAN image. Recently, many methods based on deep learning have been proposed for the pansharpening task. However, these methods usually has two main drawbacks: 1) requiring HRMS for supervised learning; and 2) simply ignoring the latent relation between the MS and PAN image and fusing them directly. To solve these problems, we propose a novel unsupervised network based on learnable degradation processes, dubbed as LDP-Net. A reblurring block and a graying block are designed to learn the corresponding degradation processes, respectively. In addition, a novel hybrid loss function is proposed to constrain both spatial and spectral consistency between the pansharpened image and the PAN and LRMS images at different resolutions. Experiments on Worldview2 and Worldview3 images demonstrate that our proposed LDP-Net can fuse PAN and LRMS images effectively without the help of HRMS samples, achieving promising performance in terms of both qualitative visual effects and quantitative metrics.",,,"@article{ni2021ldpnet,
  title={LDP-Net: An Unsupervised Pansharpening Network Based on Learnable Degradation Processes},
  author={Jiahui Ni and Zhimin Shao and Zhongzhou Zhang and Mingzheng Hou and Jiliu Zhou and Leyuan Fang and Yi Zhang},
  journal={arXiv preprint arXiv:2111.12483v1},
  year={2021},
  url={http://arxiv.org/abs/2111.12483v1}
}","Jiahui Ni, Zhimin Shao, Zhongzhou Zhang, Mingzheng Hou, Jiliu Zhou, Leyuan Fang, Yi Zhang",,2026-04-18
Method,Signal Processing,Artificial Intelligence; stat.AP,2021-11-29,11,2021,,Generating gapless land surface temperature with a high spatio-temporal resolution by fusing multi-source satellite-observed and model-simulated data,,http://arxiv.org/abs/2111.15636v1,"Land surface temperature (LST) is a key parameter when monitoring land surface processes. However, cloud contamination and the tradeoff between the spatial and temporal resolutions greatly impede the access to high-quality thermal infrared (TIR) remote sensing data. Despite the massive efforts made to solve these dilemmas, it is still difficult to generate LST estimates with concurrent spatial completeness and a high spatio-temporal resolution. Land surface models (LSMs) can be used to simulate gapless LST with a high temporal resolution, but this usually comes with a low spatial resolution. In this paper, we present an integrated temperature fusion framework for satellite-observed and LSM-simulated LST data to map gapless LST at a 60-m spatial resolution and half-hourly temporal resolution. The global linear model (GloLM) model and the diurnal land surface temperature cycle (DTC) model are respectively performed as preprocessing steps for sensor and temporal normalization between the different LST data. The Landsat LST, Moderate Resolution Imaging Spectroradiometer (MODIS) LST, and Community Land Model Version 5.0 (CLM 5.0)-simulated LST are then fused using a filter-based spatio-temporal integrated fusion model. Evaluations were implemented in an urban-dominated region (the city of Wuhan in China) and a natural-dominated region (the Heihe River Basin in China), in terms of accuracy, spatial variability, and diurnal temporal dynamics. Results indicate that the fused LST is highly consistent with actual Landsat LST data (in situ LST measurements), in terms of a Pearson correlation coefficient of 0.94 (0.97-0.99), a mean absolute error of 0.71-0.98 K (0.82-3.17 K), and a root-mean-square error of 0.97-1.26 K (1.09-3.97 K).",,,"@article{ma2021generating,
  title={Generating gapless land surface temperature with a high spatio-temporal resolution by fusing multi-source satellite-observed and model-simulated data},
  author={Jun Ma and Huanfeng Shen and Penghai Wu and Jingan Wu and Meiling Gao and Chunlei Meng},
  journal={arXiv preprint arXiv:2111.15636v1},
  year={2021},
  url={http://arxiv.org/abs/2111.15636v1}
}","Jun Ma, Huanfeng Shen, Penghai Wu, Jingan Wu, Meiling Gao, Chunlei Meng",3D,2026-04-18
Method,Computer Vision,Machine Learning; Image and Video Processing,2021-11-29,11,2021,,Graph Embedding via High Dimensional Model Representation for Hyperspectral Images,,http://arxiv.org/abs/2111.14680v1,"Learning the manifold structure of remote sensing images is of paramount relevance for modeling and understanding processes, as well as to encapsulate the high dimensionality in a reduced set of informative features for subsequent classification, regression, or unmixing. Manifold learning methods have shown excellent performance to deal with hyperspectral image (HSI) analysis but, unless specifically designed, they cannot provide an explicit embedding map readily applicable to out-of-sample data. A common assumption to deal with the problem is that the transformation between the high-dimensional input space and the (typically low) latent space is linear. This is a particularly strong assumption, especially when dealing with hyperspectral images due to the well-known nonlinear nature of the data. To address this problem, a manifold learning method based on High Dimensional Model Representation (HDMR) is proposed, which enables to present a nonlinear embedding function to project out-of-sample samples into the latent space. The proposed method is compared to manifold learning methods along with its linear counterparts and achieves promising performance in terms of classification accuracy of a representative set of hyperspectral images.",,the IEEE Transactions on Geoscience and Remote Sensing,"@article{taskin2021graph,
  title={Graph Embedding via High Dimensional Model Representation for Hyperspectral Images},
  author={Gulsen Taskin and Gustau Camps-Valls},
  journal={arXiv preprint arXiv:2111.14680v1},
  year={2021},
  url={http://arxiv.org/abs/2111.14680v1}
}","Gulsen Taskin, Gustau Camps-Valls",CLS,2026-04-18
Method,Computer Vision,physics.ins-det; physics.optics,2021-12-02,12,2021,,Bio-inspired Polarization Event Camera,,http://arxiv.org/abs/2112.01933v1,"The stomatopod (mantis shrimp) visual system has recently provided a blueprint for the design of paradigm-shifting polarization and multispectral imaging sensors, enabling solutions to challenging medical and remote sensing problems. However, these bioinspired sensors lack the high dynamic range (HDR) and asynchronous polarization vision capabilities of the stomatopod visual system, limiting temporal resolution to \~12 ms and dynamic range to \~ 72 dB. Here we present a novel stomatopod-inspired polarization camera which mimics the sustained and transient biological visual pathways to save power and sample data beyond the maximum Nyquist frame rate. This bio-inspired sensor simultaneously captures both synchronous intensity frames and asynchronous polarization brightness change information with sub-millisecond latencies over a million-fold range of illumination. Our PDAVIS camera is comprised of 346x260 pixels, organized in 2-by-2 macropixels, which filter the incoming light with four linear polarization filters offset by 45 degrees. Polarization information is reconstructed using both low cost and latency event-based algorithms and more accurate but slower deep neural networks. Our sensor is used to image HDR polarization scenes which vary at high speeds and to observe dynamical properties of single collagen fibers in bovine tendon under rapid cyclical loads",,,"@article{haessig2021bioinspired,
  title={Bio-inspired Polarization Event Camera},
  author={Germain Haessig and Damien Joubert and Justin Haque and Yingkai Chen and Moritz Milde and Tobi Delbruck and Viktor Gruev},
  journal={arXiv preprint arXiv:2112.01933v1},
  year={2021},
  url={http://arxiv.org/abs/2112.01933v1}
}","Germain Haessig, Damien Joubert, Justin Haque, Yingkai Chen, Moritz Milde, Tobi Delbruck, Viktor Gruev",,2026-04-18
Method,Geophysics,Machine Learning (Statistics),2021-12-02,12,2021,,Joint Characterization of the Cryospheric Spectral Feature Space,,http://arxiv.org/abs/2112.01416v1,"Hyperspectral feature spaces are useful for many remote sensing applications ranging from spectral mixture modeling to discrete thematic classification. In such cases, characterization of the feature space dimensionality, geometry and topology can provide guidance for effective model design. The objective of this study is to compare and contrast two approaches for identifying feature space basis vectors via dimensionality reduction. These approaches can be combined to render a joint characterization that reveals spectral properties not apparent using either approach alone. We use a diverse collection of AVIRIS-NG reflectance spectra of the snow-firn-ice continuum to illustrate the utility of joint characterization and identify physical properties inferred from the spectra. Spectral feature spaces combining principal components (PCs) and t-distributed Stochastic Neighbor Embeddings (t-SNEs) provide physically interpretable dimensions representing the global (PC) structure of cryospheric reflectance properties and local (t-SNE) manifold structures revealing clustering not resolved in the global continuum. Joint characterization reveals distinct continua for snow-firn gradients on different parts of the Greenland Ice Sheet and multiple clusters of ice reflectance properties common to both glacier and sea ice in different locations. Clustering revealed in t-SNE feature spaces, and extended to the joint characterization, distinguishes differences in spectral curvature specific to location within the snow accumulation zone, and BRDF effects related to view geometry. The ability of PC+t-SNE joint characterization to produce a physically interpretable spectral feature spaces revealing global topology while preserving local manifold structures suggests that this characterization might be extended to the much higher dimensional hyperspectral feature space of all terrestrial land cover.",,"30 pages, 11 figures","@article{small2021joint,
  title={Joint Characterization of the Cryospheric Spectral Feature Space},
  author={Christopher Small and Daniel Sousa},
  journal={arXiv preprint arXiv:2112.01416v1},
  year={2021},
  url={http://arxiv.org/abs/2112.01416v1}
}","Christopher Small, Daniel Sousa",CLS,2026-04-18
Method,Computer Vision,Artificial Intelligence; Image and Video Processing,2021-12-06,12,2021,,Cross-Modality Attentive Feature Fusion for Object Detection in Multispectral Remote Sensing Imagery,,http://arxiv.org/abs/2112.02991v1,"Cross-modality fusing complementary information of multispectral remote sensing image pairs can improve the perception ability of detection algorithms, making them more robust and reliable for a wider range of applications, such as nighttime detection. Compared with prior methods, we think different features should be processed specifically, the modality-specific features should be retained and enhanced, while the modality-shared features should be cherry-picked from the RGB and thermal IR modalities. Following this idea, a novel and lightweight multispectral feature fusion approach with joint common-modality and differential-modality attentions are proposed, named Cross-Modality Attentive Feature Fusion (CMAFF). Given the intermediate feature maps of RGB and IR images, our module parallel infers attention maps from two separate modalities, common- and differential-modality, then the attention maps are multiplied to the input feature map respectively for adaptive feature enhancement or selection. Extensive experiments demonstrate that our proposed approach can achieve the state-of-the-art performance at a low computation cost.",,"23 pages,11 figures","@article{fang2021crossmodality,
  title={Cross-Modality Attentive Feature Fusion for Object Detection in Multispectral Remote Sensing Imagery},
  author={Qingyun Fang and Zhaokui Wang},
  journal={arXiv preprint arXiv:2112.02991v1},
  year={2021},
  url={http://arxiv.org/abs/2112.02991v1}
}","Qingyun Fang, Zhaokui Wang",OD,2026-04-18
Method,Computer Vision,Image and Video Processing,2021-12-09,12,2021,,Superpixel-Based Building Damage Detection from Post-earthquake Imagery Using Deep Neural Networks,,http://arxiv.org/abs/2112.04744v5,"Building damage detection after natural disasters like earthquakes is crucial for initiating effective emergency response actions. Remotely sensed very high spatial resolution (VHR) imagery can provide vital information due to their ability to map the affected buildings with high geometric precision. However, we suffer from suboptimal performances in detecting damaged buildings due to earthquakes. This paper presents a novel superpixel based approach incorporates Deep Neural Networks (DNN) with a modified segmentation method, for more precise building damage detection from VHR imagery. Firstly, a modified Fast Scanning and Adaptive Merging method is extended to create initial over-segmentation. Secondly, the segments are properly merged based on the Region Adjacent Graph (RAG). Thirdly, a pre-trained DNN using Stacked Denoising Auto-Encoders (SDAE-DNN) is presented, to exploit the rich semantic features for building damage detection. Experimental results on a WorldView-2 imagery from Nepal Earthquake of 2015 demonstrate the feasibility and effectiveness of our method, which could boost detection accuracy through learning more intrinsic and discriminative features, which outperforms other methods using alternative classifiers.",,,"@article{wang2021superpixelbased,
  title={Superpixel-Based Building Damage Detection from Post-earthquake Imagery Using Deep Neural Networks},
  author={Jun Wang},
  journal={arXiv preprint arXiv:2112.04744v5},
  year={2021},
  url={http://arxiv.org/abs/2112.04744v5}
}",Jun Wang,,2026-04-18
