Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,cs.CY,cs.NI,2023-12-18,12,2023,,Unified Pandemic Tracking System Based on Open Geospatial Consortium SensorThings API,,http://arxiv.org/abs/2401.10898v1,"With the current nations struggling to track the pandemic's trajectories. There has been a lack of transparency or real-live data streaming for pandemic cases and symptoms. This phenomenon has led to a rapid and uncontrolled spread of these deadly pandemics. One of the main issues in creating a global pandemic tracking system is the lack of standardization of communications protocols and the deployment of Internet-of-Things (IoT) device sensors. The Open Geospatial Consortium (OGC) has developed several sensor web Enablement standards that allow the expeditious deployment of communications protocols within IoT devices and other sensor devices like the OGC SensorThings application programming interface (API). In this paper, to address this issue, we outline the interoperability challenge and provide a qualitative and quantitative study of the OGC SensorThings API's deployment and its respective server. The OGC SensorThings API is developed to provide data exchange services between sensors and their observations. The OGC SensorThings API would play a primary and essential role in creating an automated pandemic tracking system. This API would reduce the deployment of any set of sensors and provide real-time data tracking. Accordingly, global health organizations would react expeditiously and concentrate their efforts on high infection rates.",,,"@article{paniagua2023unified,
  title={Unified Pandemic Tracking System Based on Open Geospatial Consortium SensorThings API},
  author={Robinson Paniagua and Rdawa Sultan and Ahmed Refaey},
  journal={arXiv preprint arXiv:2401.10898v1},
  year={2023},
  url={http://arxiv.org/abs/2401.10898v1}
}","Robinson Paniagua, Rdawa Sultan, Ahmed Refaey",,2023-12-18
Dataset,Computer Vision,Artificial Intelligence; cs.MA,2024-01-09,1,2024,,StarCraftImage: A Dataset For Prototyping Spatial Reasoning Methods For Multi-Agent Environments,,http://arxiv.org/abs/2401.04290v1,"Spatial reasoning tasks in multi-agent environments such as event prediction, agent type identification, or missing data imputation are important for multiple applications (e.g., autonomous surveillance over sensor networks and subtasks for reinforcement learning (RL)). StarCraft II game replays encode intelligent (and adversarial) multi-agent behavior and could provide a testbed for these tasks; however, extracting simple and standardized representations for prototyping these tasks is laborious and hinders reproducibility. In contrast, MNIST and CIFAR10, despite their extreme simplicity, have enabled rapid prototyping and reproducibility of ML methods. Following the simplicity of these datasets, we construct a benchmark spatial reasoning dataset based on StarCraft II replays that exhibit complex multi-agent behaviors, while still being as easy to use as MNIST and CIFAR10. Specifically, we carefully summarize a window of 255 consecutive game states to create 3.6 million summary images from 60,000 replays, including all relevant metadata such as game outcome and player races. We develop three formats of decreasing complexity: Hyperspectral images that include one channel for every unit type (similar to multispectral geospatial images), RGB images that mimic CIFAR10, and grayscale images that mimic MNIST. We show how this dataset can be used for prototyping spatial reasoning methods. All datasets, code for extraction, and code for dataset loading can be found at https://starcraftdata.davidinouye.com",,CVPR 23',"@article{kulinski2024starcraftimage,
  title={StarCraftImage: A Dataset For Prototyping Spatial Reasoning Methods For Multi-Agent Environments},
  author={Sean Kulinski and Nicholas R. Waytowich and James Z. Hare and David I. Inouye},
  journal={arXiv preprint arXiv:2401.04290v1},
  year={2024},
  url={http://arxiv.org/abs/2401.04290v1}
}","Sean Kulinski, Nicholas R. Waytowich, James Z. Hare, David I. Inouye",,2024-01-09
Method,Artificial Intelligence,,2024-02-10,2,2024,,UrbanKGent: A Unified Large Language Model Agent Framework for Urban Knowledge Graph Construction,,http://arxiv.org/abs/2402.06861v2,"Urban knowledge graph has recently worked as an emerging building block to distill critical knowledge from multi-sourced urban data for diverse urban application scenarios. Despite its promising benefits, urban knowledge graph construction (UrbanKGC) still heavily relies on manual effort, hindering its potential advancement. This paper presents UrbanKGent, a unified large language model agent framework, for urban knowledge graph construction. Specifically, we first construct the knowledgeable instruction set for UrbanKGC tasks (such as relational triplet extraction and knowledge graph completion) via heterogeneity-aware and geospatial-infused instruction generation. Moreover, we propose a tool-augmented iterative trajectory refinement module to enhance and refine the trajectories distilled from GPT-4. Through hybrid instruction fine-tuning with augmented trajectories on Llama 2 and Llama 3 family, we obtain UrbanKGC agent family, consisting of UrbanKGent-7/8/13B version. We perform a comprehensive evaluation on two real-world datasets using both human and GPT-4 self-evaluation. The experimental results demonstrate that UrbanKGent family can not only significantly outperform 31 baselines in UrbanKGC tasks, but also surpass the state-of-the-art LLM, GPT-4, by more than 10% with approximately 20 times lower cost. Compared with the existing benchmark, the UrbanKGent family could help construct an UrbanKG with hundreds of times richer relationships using only one-fifth of the data. Our data and code are available at https://github.com/usail-hkust/UrbanKGent.",https://github.com/usail-hkust/UrbanKGent,NeurIPS 2024,"@article{ning2024urbankgent,
  title={UrbanKGent: A Unified Large Language Model Agent Framework for Urban Knowledge Graph Construction},
  author={Yansong Ning and Hao Liu},
  journal={arXiv preprint arXiv:2402.06861v2},
  year={2024},
  url={http://arxiv.org/abs/2402.06861v2}
}","Yansong Ning, Hao Liu",,2024-02-10
Method,cs.CL,Machine Learning; Multimedia,2024-02-26,2,2024,,Where Do We Go from Here? Multi-scale Allocentric Relational Inference from Natural Spatial Descriptions,,http://arxiv.org/abs/2402.16364v2,"When communicating routes in natural language, the concept of acquired spatial knowledge is crucial for geographic information retrieval (GIR) and in spatial cognitive research. However, NLP navigation studies often overlook the impact of such acquired knowledge on textual descriptions. Current navigation studies concentrate on egocentric local descriptions (e.g., `it will be on your right') that require reasoning over the agent's local perception. These instructions are typically given as a sequence of steps, with each action-step explicitly mentioning and being followed by a landmark that the agent can use to verify they are on the right path (e.g., `turn right and then you will see...'). In contrast, descriptions based on knowledge acquired through a map provide a complete view of the environment and capture its overall structure. These instructions (e.g., `it is south of Central Park and a block north of a police station') are typically non-sequential, contain allocentric relations, with multiple spatial relations and implicit actions, without any explicit verification. This paper introduces the Rendezvous (RVS) task and dataset, which includes 10,404 examples of English geospatial instructions for reaching a target location using map-knowledge. Our analysis reveals that RVS exhibits a richer use of spatial allocentric relations, and requires resolving more spatial relations simultaneously compared to previous text-based navigation benchmarks.",,,"@article{pazargaman2024where,
  title={Where Do We Go from Here? Multi-scale Allocentric Relational Inference from Natural Spatial Descriptions},
  author={Tzuf Paz-Argaman and Sayali Kulkarni and John Palowitch and Jason Baldridge and Reut Tsarfaty},
  journal={arXiv preprint arXiv:2402.16364v2},
  year={2024},
  url={http://arxiv.org/abs/2402.16364v2}
}","Tzuf Paz-Argaman, Sayali Kulkarni, John Palowitch, Jason Baldridge, Reut Tsarfaty",,2024-02-26
Method,Information Retrieval,Artificial Intelligence,2024-05-04,5,2024,,"IQLS: Framework for leveraging Metadata to enable Large Language Model based queries to complex, versatile Data",,http://arxiv.org/abs/2405.15792v1,"As the amount and complexity of data grows, retrieving it has become a more difficult task that requires greater knowledge and resources. This is especially true for the logistics industry, where new technologies for data collection provide tremendous amounts of interconnected real-time data. The Intelligent Query and Learning System (IQLS) simplifies the process by allowing natural language use to simplify data retrieval . It maps structured data into a framework based on the available metadata and available data models. This framework creates an environment for an agent powered by a Large Language Model. The agent utilizes the hierarchical nature of the data to filter iteratively by making multiple small context-aware decisions instead of one-shot data retrieval. After the Data filtering, the IQLS enables the agent to fulfill tasks given by the user query through interfaces. These interfaces range from multimodal transportation information retrieval to route planning under multiple constraints. The latter lets the agent define a dynamic object, which is determined based on the query parameters. This object represents a driver capable of navigating a road network. The road network is depicted as a graph with attributes based on the data. Using a modified version of the Dijkstra algorithm, the optimal route under the given constraints can be determined. Throughout the entire process, the user maintains the ability to interact and guide the system. The IQLS is showcased in a case study on the Canadian logistics sector, allowing geospatial, visual, tabular and text data to be easily queried semantically in natural language.",,,"@article{azirar2024iqls,
  title={IQLS: Framework for leveraging Metadata to enable Large Language Model based queries to complex, versatile Data},
  author={Sami Azirar and Hossam A. Gabbar and Chaouki Regoui},
  journal={arXiv preprint arXiv:2405.15792v1},
  year={2024},
  url={http://arxiv.org/abs/2405.15792v1}
}","Sami Azirar, Hossam A. Gabbar, Chaouki Regoui",,2024-05-04
Method,cs.CL,Artificial Intelligence; cs.MA,2024-06-26,6,2024,,Geode: A Zero-shot Geospatial Question-Answering Agent with Explicit Reasoning and Precise Spatio-Temporal Retrieval,,http://arxiv.org/abs/2407.11014v1,"Large language models (LLMs) have shown promising results in learning and contextualizing information from different forms of data. Recent advancements in foundational models, particularly those employing self-attention mechanisms, have significantly enhanced our ability to comprehend the semantics of diverse data types. One such area that could highly benefit from multi-modality is in understanding geospatial data, which inherently has multiple modalities. However, current Natural Language Processing (NLP) mechanisms struggle to effectively address geospatial queries. Existing pre-trained LLMs are inadequately equipped to meet the unique demands of geospatial data, lacking the ability to retrieve precise spatio-temporal data in real-time, thus leading to significantly reduced accuracy in answering complex geospatial queries. To address these limitations, we introduce Geode--a pioneering system designed to tackle zero-shot geospatial question-answering tasks with high precision using spatio-temporal data retrieval. Our approach represents a significant improvement in addressing the limitations of current LLM models, demonstrating remarkable improvement in geospatial question-answering abilities compared to existing state-of-the-art pre-trained models.",,,"@article{gupta2024geode,
  title={Geode: A Zero-shot Geospatial Question-Answering Agent with Explicit Reasoning and Precise Spatio-Temporal Retrieval},
  author={Devashish Vikas Gupta and Azeez Syed Ali Ishaqui and Divya Kiran Kadiyala},
  journal={arXiv preprint arXiv:2407.11014v1},
  year={2024},
  url={http://arxiv.org/abs/2407.11014v1}
}","Devashish Vikas Gupta, Azeez Syed Ali Ishaqui, Divya Kiran Kadiyala",,2024-06-26
Method,cs.LO,Artificial Intelligence; Machine Learning,2024-07-08,7,2024,,Geospatial Trajectory Generation via Efficient Abduction: Deployment for Independent Testing,,http://arxiv.org/abs/2407.06447v2,"The ability to generate artificial human movement patterns while meeting location and time constraints is an important problem in the security community, particularly as it enables the study of the analog problem of detecting such patterns while maintaining privacy.  We frame this problem as an instance of abduction guided by a novel parsimony function represented as an aggregate truth value over an annotated logic program.  This approach has the added benefit of affording explainability to an analyst user.  By showing that any subset of such a program can provide a lower bound on this parsimony requirement, we are able to abduce movement trajectories efficiently through an informed (i.e., A*) search.  We describe how our implementation was enhanced with the application of multiple techniques in order to be scaled and integrated with a cloud-based software stack that included bottom-up rule learning, geolocated knowledge graph retrieval/management, and interfaces with government systems for independently conducted government-run tests for which we provide results.  We also report on our own experiments showing that we not only provide exact results but also scale to very large scenarios and provide realistic agent trajectories that can go undetected by machine learning anomaly detectors.",,"In Proceedings ICLP 2024, arXiv:2502.08453","@article{bavikadi2024geospatial,
  title={Geospatial Trajectory Generation via Efficient Abduction: Deployment for Independent Testing},
  author={Divyagna Bavikadi and Dyuman Aditya and Devendra Parkar and Paulo Shakarian and Graham Mueller and Chad Parvis and Gerardo I. Simari},
  journal={arXiv preprint arXiv:2407.06447v2},
  year={2024},
  url={http://arxiv.org/abs/2407.06447v2}
}","Divyagna Bavikadi, Dyuman Aditya, Devendra Parkar, Paulo Shakarian, Graham Mueller, Chad Parvis, Gerardo I. Simari",,2024-07-08
Method,Information Retrieval,Artificial Intelligence; cs.CL; cs.ET,2024-07-13,7,2024,,An Autonomous GIS Agent Framework for Geospatial Data Retrieval,,http://arxiv.org/abs/2407.21024v2,"Powered by the emerging large language models (LLMs), autonomous geographic information systems (GIS) agents have the potential to accomplish spatial analyses and cartographic tasks. However, a research gap exists to support fully autonomous GIS agents: how to enable agents to discover and download the necessary data for geospatial analyses. This study proposes an autonomous GIS agent framework capable of retrieving required geospatial data by generating, executing, and debugging programs. The framework utilizes the LLM as the decision-maker, selects the appropriate data source (s) from a pre-defined source list, and fetches the data from the chosen source. Each data source has a handbook that records the metadata and technical details for data retrieval. The proposed framework is designed in a plug-and-play style to ensure flexibility and extensibility. Human users or autonomous data scrawlers can add new data sources by adding new handbooks. We developed a prototype agent based on the framework, released as a QGIS plugin (GeoData Retrieve Agent) and a Python program. Experiment results demonstrate its capability of retrieving data from various sources including OpenStreetMap, administrative boundaries and demographic data from the US Census Bureau, satellite basemaps from ESRI World Imagery, global digital elevation model (DEM) from OpenTopography.org, weather data from a commercial provider, the COVID-19 cases from the NYTimes GitHub. Our study is among the first attempts to develop an autonomous geospatial data retrieval agent.",,,"@article{ning2024an,
  title={An Autonomous GIS Agent Framework for Geospatial Data Retrieval},
  author={Huan Ning and Zhenlong Li and Temitope Akinboyewa and M. Naser Lessani},
  journal={arXiv preprint arXiv:2407.21024v2},
  year={2024},
  url={http://arxiv.org/abs/2407.21024v2}
}","Huan Ning, Zhenlong Li, Temitope Akinboyewa, M. Naser Lessani",3D,2024-07-13
Method,Machine Learning,Artificial Intelligence; cs.CL; Information Retrieval,2024-08-26,8,2024,,AgentMove: A Large Language Model based Agentic Framework for Zero-shot Next Location Prediction,,http://arxiv.org/abs/2408.13986v2,"Next location prediction plays a crucial role in various real-world applications. Recently, due to the limitation of existing deep learning methods, attempts have been made to apply large language models (LLMs) to zero-shot next location prediction task. However, they directly generate the final output using LLMs without systematic design, which limits the potential of LLMs to uncover complex mobility patterns and underestimates their extensive reserve of global geospatial knowledge. In this paper, we introduce AgentMove, a systematic agentic prediction framework to achieve generalized next location prediction. In AgentMove, we first decompose the mobility prediction task and design specific modules to complete them, including spatial-temporal memory for individual mobility pattern mining, world knowledge generator for modeling the effects of urban structure and collective knowledge extractor for capturing the shared patterns among population. Finally, we combine the results of three modules and conduct a reasoning step to generate the final predictions. Extensive experiments utilizing mobility data from two distinct sources reveal that AgentMove surpasses the leading baseline by 3.33% to 8.57% across 8 out of 12 metrics and it shows robust predictions with various LLMs as base and also less geographical bias across cities. Our codes are available via https://github.com/tsinghua-fib-lab/AgentMove.",https://github.com/tsinghua-fib-lab/AgentMove,NAACL 2025 as main conference paper,"@article{feng2024agentmove,
  title={AgentMove: A Large Language Model based Agentic Framework for Zero-shot Next Location Prediction},
  author={Jie Feng and Yuwei Du and Jie Zhao and Yong Li},
  journal={arXiv preprint arXiv:2408.13986v2},
  year={2024},
  url={http://arxiv.org/abs/2408.13986v2}
}","Jie Feng, Yuwei Du, Jie Zhao, Yong Li",,2024-08-26
Method,Artificial Intelligence,,2024-10-16,10,2024,,ShapefileGPT: A Multi-Agent Large Language Model Framework for Automated Shapefile Processing,,http://arxiv.org/abs/2410.12376v2,"Vector data is one of the two core data structures in geographic information science (GIS), essential for accurately storing and representing geospatial information. Shapefile, the most widely used vector data format, has become the industry standard supported by all major geographic information systems. However, processing this data typically requires specialized GIS knowledge and skills, creating a barrier for researchers from other fields and impeding interdisciplinary research in spatial data analysis. Moreover, while large language models (LLMs) have made significant advancements in natural language processing and task automation, they still face challenges in handling the complex spatial and topological relationships inherent in GIS vector data. To address these challenges, we propose ShapefileGPT, an innovative framework powered by LLMs, specifically designed to automate Shapefile tasks. ShapefileGPT utilizes a multi-agent architecture, in which the planner agent is responsible for task decomposition and supervision, while the worker agent executes the tasks. We developed a specialized function library for handling Shapefiles and provided comprehensive API documentation, enabling the worker agent to operate Shapefiles efficiently through function calling. For evaluation, we developed a benchmark dataset based on authoritative textbooks, encompassing tasks in categories such as geometric operations and spatial queries. ShapefileGPT achieved a task success rate of 95.24%, outperforming the GPT series models. In comparison to traditional LLMs, ShapefileGPT effectively handles complex vector data analysis tasks, overcoming the limitations of traditional LLMs in spatial analysis. This breakthrough opens new pathways for advancing automation and intelligence in the GIS field, with significant potential in interdisciplinary data analysis and application contexts.",,,"@article{lin2024shapefilegpt,
  title={ShapefileGPT: A Multi-Agent Large Language Model Framework for Automated Shapefile Processing},
  author={Qingming Lin and Rui Hu and Huaxia Li and Sensen Wu and Yadong Li and Kai Fang and Hailin Feng and Zhenhong Du and Liuchang Xu},
  journal={arXiv preprint arXiv:2410.12376v2},
  year={2024},
  url={http://arxiv.org/abs/2410.12376v2}
}","Qingming Lin, Rui Hu, Huaxia Li, Sensen Wu, Yadong Li, Kai Fang, Hailin Feng, Zhenhong Du, Liuchang Xu",,2024-10-16
Method,Robotics,cs.MA,2024-10-22,10,2024,,SERN: Bandwidth-Adaptive Cross-Reality Synchronization for Simulation-Enhanced Robot Navigation,,http://arxiv.org/abs/2410.16686v3,"Cross reality integration of simulation and physical robots is a promising approach for multi-robot operations in contested environments, where communication may be intermittent, interference may be present, and observability may be degraded. We present SERN (Simulation-Enhanced Realistic Navigation), a framework that tightly couples a high-fidelity virtual twin with physical robots to support real-time collaborative decision making. SERN makes three main contributions. First, it builds a virtual twin from geospatial and sensor data and continuously corrects it using live robot telemetry. Second, it introduces a physics-aware synchronization pipeline that combines predictive modeling with adaptive PD control. Third, it provides a bandwidth-adaptive ROS bridge that prioritizes critical topics when communication links are constrained. We also introduce a multi-metric cost function that balances latency, reliability, computation, and bandwidth. Theoretically, we show that when the adaptive controller keeps the physical and virtual input mismatch small, synchronization error remains bounded under moderate packet loss and latency. Empirically, SERN reduces end-to-end message latency by 15% to 25% and processing load by about 15% compared with a standard ROS setup, while maintaining tight real-virtual alignment with less than 5 cm positional error and less than 2 degrees rotational error. In a navigation task, SERN achieves a 95% success rate, compared with 85% for a real-only setup and 70% for a simulation-only setup, while also requiring fewer interventions and less time to reach the goal. These results show that a simulation-enhanced cross-reality stack can improve situational awareness and multi-agent coordination in contested environments by enabling look-ahead planning in the virtual twin while using real sensor feedback to correct discrepancies.",,,"@article{hossain2024sern,
  title={SERN: Bandwidth-Adaptive Cross-Reality Synchronization for Simulation-Enhanced Robot Navigation},
  author={Jumman Hossain and Emon Dey and Snehalraj Chugh and Masud Ahmed and MS Anwar and Abu-Zaher Faridee and Jason Hoppes and Theron Trout and Anjon Basak and Rafidh Chowdhury and Rishabh Mistry and Hyun Kim and Jade Freeman and Niranjan Suri and Adrienne Raglin and Carl Busart and Anuradha Ravi and Nirmalya Roy},
  journal={arXiv preprint arXiv:2410.16686v3},
  year={2024},
  url={http://arxiv.org/abs/2410.16686v3}
}","Jumman Hossain, Emon Dey, Snehalraj Chugh, Masud Ahmed, MS Anwar, Abu-Zaher Faridee, Jason Hoppes, Theron Trout, Anjon Basak, Rafidh Chowdhury, Rishabh Mistry, Hyun Kim, Jade Freeman, Niranjan Suri, Adrienne Raglin, Carl Busart, Anuradha Ravi, Nirmalya Roy",,2024-10-22
Method,cs.CY,cs.CL,2024-10-24,10,2024,,An LLM Agent for Automatic Geospatial Data Analysis,,http://arxiv.org/abs/2410.18792v2,"Large language models (LLMs) are being used in data science code generation tasks, but they often struggle with complex sequential tasks, leading to logical errors. Their application to geospatial data processing is particularly challenging due to difficulties in incorporating complex data structures and spatial constraints, effectively utilizing diverse function calls, and the tendency to hallucinate less-used geospatial libraries. To tackle these problems, we introduce GeoAgent, a new interactive framework designed to help LLMs handle geospatial data processing more effectively. GeoAgent pioneers the integration of a code interpreter, static analysis, and Retrieval-Augmented Generation (RAG) techniques within a Monte Carlo Tree Search (MCTS) algorithm, offering a novel approach to geospatial data processing. In addition, we contribute a new benchmark specifically designed to evaluate the LLM-based approach in geospatial tasks. This benchmark leverages a variety of Python libraries and includes both single-turn and multi-turn tasks such as data acquisition, data analysis, and visualization. By offering a comprehensive evaluation among diverse geospatial contexts, this benchmark sets a new standard for developing LLM-based approaches in geospatial data analysis tasks. Our findings suggest that relying solely on knowledge of LLM is insufficient for accurate geospatial task programming, which requires coherent multi-step processes and multiple function calls. Compared to the baseline LLMs, the proposed GeoAgent has demonstrated superior performance, yielding notable improvements in function calls and task completion. In addition, these results offer valuable insights for the future development of LLM agents in automatic geospatial data analysis task programming.",,,"@article{chen2024an,
  title={An LLM Agent for Automatic Geospatial Data Analysis},
  author={Yuxing Chen and Weijie Wang and Sylvain Lobry and Camille Kurtz},
  journal={arXiv preprint arXiv:2410.18792v2},
  year={2024},
  url={http://arxiv.org/abs/2410.18792v2}
}","Yuxing Chen, Weijie Wang, Sylvain Lobry, Camille Kurtz",,2024-10-24
Method,Artificial Intelligence,cs.ET; cs.HC; cs.SE,2024-11-05,11,2024,,GIS Copilot: Towards an Autonomous GIS Agent for Spatial Analysis,,http://arxiv.org/abs/2411.03205v4,"Recent advancements in Generative AI offer promising capabilities for spatial analysis. Despite their potential, the integration of generative AI with established GIS platforms remains underexplored. In this study, we propose a framework for integrating LLMs directly into existing GIS platforms, using QGIS as an example. Our approach leverages the reasoning and programming capabilities of LLMs to autonomously generate spatial analysis workflows and code through an informed agent that has comprehensive documentation of key GIS tools and parameters. The implementation of this framework resulted in the development of a ""GIS Copilot"" that allows GIS users to interact with QGIS using natural language commands for spatial analysis. The GIS Copilot was evaluated with over 100 spatial analysis tasks with three complexity levels: basic tasks that require one GIS tool and typically involve one data layer to perform simple operations; intermediate tasks involving multi-step processes with multiple tools, guided by user instructions; and advanced tasks which involve multi-step processes that require multiple tools but not guided by user instructions, necessitating the agent to independently decide on and executes the necessary steps. The evaluation reveals that the GIS Copilot demonstrates strong potential in automating foundational GIS operations, with a high success rate in tool selection and code generation for basic and intermediate tasks, while challenges remain in achieving full autonomy for more complex tasks. This study contributes to the emerging vision of Autonomous GIS, providing a pathway for non-experts to engage with geospatial analysis with minimal prior expertise. While full autonomy is yet to be achieved, the GIS Copilot demonstrates significant potential for simplifying GIS workflows and enhancing decision-making processes.",,,"@article{akinboyewa2024gis,
  title={GIS Copilot: Towards an Autonomous GIS Agent for Spatial Analysis},
  author={Temitope Akinboyewa and Zhenlong Li and Huan Ning and M. Naser Lessani},
  journal={arXiv preprint arXiv:2411.03205v4},
  year={2024},
  url={http://arxiv.org/abs/2411.03205v4}
}","Temitope Akinboyewa, Zhenlong Li, Huan Ning, M. Naser Lessani",,2024-11-05
Method,Artificial Intelligence,cs.CY; cs.SI,2024-11-24,11,2024,,Decoding Urban Industrial Complexity: Enhancing Knowledge-Driven Insights via IndustryScopeGPT,,http://arxiv.org/abs/2411.15758v1,"Industrial parks are critical to urban economic growth. Yet, their development often encounters challenges stemming from imbalances between industrial requirements and urban services, underscoring the need for strategic planning and operations. This paper introduces IndustryScopeKG, a pioneering large-scale multi-modal, multi-level industrial park knowledge graph, which integrates diverse urban data including street views, corporate, socio-economic, and geospatial information, capturing the complex relationships and semantics within industrial parks. Alongside this, we present the IndustryScopeGPT framework, which leverages Large Language Models (LLMs) with Monte Carlo Tree Search to enhance tool-augmented reasoning and decision-making in Industrial Park Planning and Operation (IPPO). Our work significantly improves site recommendation and functional planning, demonstrating the potential of combining LLMs with structured datasets to advance industrial park management. This approach sets a new benchmark for intelligent IPPO research and lays a robust foundation for advancing urban industrial development. The dataset and related code are available at https://github.com/Tongji-KGLLM/IndustryScope.",https://github.com/Tongji-KGLLM/IndustryScope,"9 pages, 6 figures","@article{wang2024decoding,
  title={Decoding Urban Industrial Complexity: Enhancing Knowledge-Driven Insights via IndustryScopeGPT},
  author={Siqi Wang and Chao Liang and Yunfan Gao and Yang Liu and Jing Li and Haofen Wang},
  journal={arXiv preprint arXiv:2411.15758v1},
  year={2024},
  url={http://arxiv.org/abs/2411.15758v1}
}","Siqi Wang, Chao Liang, Yunfan Gao, Yang Liu, Jing Li, Haofen Wang",,2024-11-24
Method,Artificial Intelligence,Robotics,2024-12-25,12,2024,,Probabilistic Mission Design for Neuro-Symbolic Unmanned Aircraft Systems,,http://arxiv.org/abs/2501.01439v2,"Advanced Air Mobility (AAM) is a growing field that demands accurate and trustworthy models of legal concepts and restrictions for navigating Unmanned Aircraft Systems (UAS). In addition, any implementation of AAM needs to face the challenges posed by inherently dynamic and uncertain human-inhabited spaces robustly. Nevertheless, the employment of UAS beyond visual line of sight (BVLOS) is an endearing task that promises to significantly enhance today's logistics and emergency response capabilities. Hence, we propose Probabilistic Mission Design (ProMis), a novel neuro-symbolic approach to navigating UAS within legal frameworks. ProMis is an interpretable and adaptable system architecture that links uncertain geospatial data and noisy perception with declarative, Hybrid Probabilistic Logic Programs (HPLP) to reason over the agent's state space and its legality. To inform planning with legal restrictions and uncertainty in mind, ProMis yields Probabilistic Mission Landscapes (PML). These scalar fields quantify the belief that the HPLP is satisfied across the agent's state space. Extending prior work on ProMis' reasoning capabilities and computational characteristics, we show its integration with potent machine learning models such as Large Language Models (LLM) and Transformer-based vision models. Hence, our experiments underpin the application of ProMis with multi-modal input data and how our method applies to many AAM scenarios.",,arXiv admin note: text overlap with arXiv:2406.03454,"@article{kohaut2024probabilistic,
  title={Probabilistic Mission Design for Neuro-Symbolic Unmanned Aircraft Systems},
  author={Simon Kohaut and Benedict Flade and Daniel Ochs and Devendra Singh Dhami and Julian Eggert and Kristian Kersting},
  journal={arXiv preprint arXiv:2501.01439v2},
  year={2024},
  url={http://arxiv.org/abs/2501.01439v2}
}","Simon Kohaut, Benedict Flade, Daniel Ochs, Devendra Singh Dhami, Julian Eggert, Kristian Kersting",,2024-12-25
Method,cs.CL,,2024-12-31,12,2024,,MapEval: A Map-Based Evaluation of Geo-Spatial Reasoning in Foundation Models,,http://arxiv.org/abs/2501.00316v2,"Recent advancements in foundation models have improved autonomous tool usage and reasoning, but their capabilities in map-based reasoning remain underexplored. To address this, we introduce MapEval, a benchmark designed to assess foundation models across three distinct tasks - textual, API-based, and visual reasoning - through 700 multiple-choice questions spanning 180 cities and 54 countries, covering spatial relationships, navigation, travel planning, and real-world map interactions. Unlike prior benchmarks that focus on simple location queries, MapEval requires models to handle long-context reasoning, API interactions, and visual map analysis, making it the most comprehensive evaluation framework for geospatial AI. On evaluation of 30 foundation models, including Claude-3.5-Sonnet, GPT-4o, and Gemini-1.5-Pro, none surpass 67% accuracy, with open-source models performing significantly worse and all models lagging over 20% behind human performance. These results expose critical gaps in spatial inference, as models struggle with distances, directions, route planning, and place-specific reasoning, highlighting the need for better geospatial AI to bridge the gap between foundation models and real-world navigation. All the resources are available at: https://mapeval.github.io/.",,ICML 2025,"@article{dihan2024mapeval,
  title={MapEval: A Map-Based Evaluation of Geo-Spatial Reasoning in Foundation Models},
  author={Mahir Labib Dihan and Md Tanvir Hassan and Md Tanvir Parvez and Md Hasebul Hasan and Md Almash Alam and Muhammad Aamir Cheema and Mohammed Eunus Ali and Md Rizwan Parvez},
  journal={arXiv preprint arXiv:2501.00316v2},
  year={2024},
  url={http://arxiv.org/abs/2501.00316v2}
}","Mahir Labib Dihan, Md Tanvir Hassan, Md Tanvir Parvez, Md Hasebul Hasan, Md Almash Alam, Muhammad Aamir Cheema, Mohammed Eunus Ali, Md Rizwan Parvez",,2024-12-31
Method,cs.SI,,2025-01-31,1,2025,,Social Cyber Geographical Worldwide Inventory of Bots,,http://arxiv.org/abs/2501.18839v1,"Social Cyber Geography is the space in the digital cyber realm that is produced through social relations. Communication in the social media ecosystem happens not only because of human interactions, but is also fueled by algorithmically controlled bot agents. Most studies have not looked at the social cyber geography of bots because they focus on bot activity within a single country. Since creating a bot uses universal programming technology, bots, how prevalent are these bots throughout the world? To quantify bot activity worldwide, we perform a multilingual and geospatial analysis on a large dataset of social data collected from X during the Coronavirus pandemic in 2021. This pandemic affected most of the world, and thus is a common topic of discussion. Our dataset consists of ~100 mil posts generated by ~31mil users. Most bot studies focus only on English-speaking countries, because most bot detection algorithms are built for the English language. However, only 47\% of the bots write in the English language. To accommodate multiple languages in our bot detection algorithm, we built Multilingual BotBuster, a multi-language bot detection algorithm to identify the bots in this diverse dataset. We also create a Geographical Location Identifier to swiftly identify the countries a user affiliates with in his description. Our results show that bots can appear to move from one country to another, but the language they write in remains relatively constant. Bots distribute narratives on distinct topics related to their self-declared country affiliation. Finally, despite the diverse distribution of bot locations around the world, the proportion of bots per country is about 20%. Our work stresses the importance of a united analysis of the cyber and physical realms, where we combine both spheres to inventorize the language and location of social media bots and understand communication strategies.",,,"@article{ng2025social,
  title={Social Cyber Geographical Worldwide Inventory of Bots},
  author={Lynnette Hui Xian Ng and Kathleen M. Carley},
  journal={arXiv preprint arXiv:2501.18839v1},
  year={2025},
  url={http://arxiv.org/abs/2501.18839v1}
}","Lynnette Hui Xian Ng, Kathleen M. Carley",,2025-01-31
