Category,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Dataset,Dataset,Computer Vision,,2026-03-15,3,2026,,GroundSet: A Cadastral-Grounded Dataset for Spatial Understanding with Vector Data,,http://arxiv.org/abs/2603.14609v1,"Precise spatial understanding in Earth Observation is essential for translating raw aerial imagery into actionable insights for critical applications like urban planning, environmental monitoring and disaster management. However, Multimodal Large Language Models exhibit critical deficiencies in fine-grained spatial understanding within Remote Sensing, primarily due to a reliance on limited or repurposed legacy datasets. To bridge this gap, we introduce a large-scale dataset grounded in verifiable cadastral vector data, comprising 3.8 million annotated objects across 510k high-resolution images with 135 granular semantic categories. We validate this resource through a comprehensive instruction-tuning benchmark spanning seven spatial reasoning tasks. Our evaluation establishes a robust baseline using a standard LLaVA architecture. We show that while current RS-specialized and commercial models (e.g., Gemini) struggle in zero-shot settings, high-fidelity supervision effectively bridges this gap, enabling standard architectures to master fine-grained spatial grounding without complex architectural modifications.",,,"@article{ferrod2026groundset,
  title={GroundSet: A Cadastral-Grounded Dataset for Spatial Understanding with Vector Data},
  author={Roger Ferrod and Maël Lecene and Krishna Sapkota and George Leifman and Vered Silverman and Genady Beryozkin and Sylvain Lobry},
  journal={arXiv preprint arXiv:2603.14609v1},
  year={2026},
  url={http://arxiv.org/abs/2603.14609v1}
}","Roger Ferrod, Maël Lecene, Krishna Sapkota, George Leifman, Vered Silverman, Genady Beryozkin, Sylvain Lobry",VG,2026-04-18
Method,Method,Artificial Intelligence,,2026-03-16,3,2026,,RS-WorldModel: a Unified Model for Remote Sensing Understanding and Future Sense Forecasting,,http://arxiv.org/abs/2603.14941v1,"Remote sensing world models aim to both explain observed changes and forecast plausible futures, two tasks that share spatiotemporal priors. Existing methods, however, typically address them separately, limiting cross-task transfer. We present RS-WorldModel, a unified world model for remote sensing that jointly handles spatiotemporal change understanding and text-guided future scene forecasting, and we build RSWBench-1.1M, a 1.1 million sample dataset with rich language annotations covering both tasks. RS-WorldModel is trained in three stages: (1) Geo-Aware Generative Pre-training (GAGP) conditions forecasting on geographic and acquisition metadata; (2) synergistic instruction tuning (SIT) jointly trains understanding and forecasting; (3) verifiable reinforcement optimization (VRO) refines outputs with verifiable, task-specific rewards. With only 2B parameters, RS-WorldModel surpasses open-source models up to 120$ \times $ larger on most spatiotemporal change question-answering metrics. It achieves an FID of 43.13 on text-guided future scene forecasting, outperforming all open-source baselines as well as the closed-source Gemini-2.5-Flash Image (Nano Banana).",,,"@article{xu2026rsworldmodel,
  title={RS-WorldModel: a Unified Model for Remote Sensing Understanding and Future Sense Forecasting},
  author={Linrui Xu and Zhongan Wang and Fei Shen and Gang Xu and Huiping Zhuang and Ming Li and Haifeng Li},
  journal={arXiv preprint arXiv:2603.14941v1},
  year={2026},
  url={http://arxiv.org/abs/2603.14941v1}
}","Linrui Xu, Zhongan Wang, Fei Shen, Gang Xu, Huiping Zhuang, Ming Li, Haifeng Li",,2026-04-18
Dataset,Dataset,Artificial Intelligence,,2026-03-17,3,2026,,NeSy-Route: A Neuro-Symbolic Benchmark for Constrained Route Planning in Remote Sensing,,http://arxiv.org/abs/2603.16307v1,"Remote sensing underpins crucial applications such as disaster relief and ecological field surveys, where systems must understand complex scenes and constraints and make reliable decisions. Current remote-sensing benchmarks mainly focus on evaluating perception and reasoning capabilities of multimodal large language models (MLLMs). They fail to assess planning capability, stemming either from the difficulty of curating and validating planning tasks at scale or from evaluation protocols that are inaccurate and inadequate. To address these limitations, we introduce NeSy-Route, a large-scale neuro-symbolic benchmark for constrained route planning in remote sensing. Within this benchmark, we introduce an automated data-generation framework that integrates high-fidelity semantic masks with heuristic search to produce diverse route-planning tasks with provably optimal solutions. This allows NeSy-Route to comprehensively evaluate planning across 10,821 route-planning samples, nearly 10 times larger than the largest prior benchmark. Furthermore, a three-level hierarchical neuro-symbolic evaluation protocol is developed to enable accurate assessment and support fine-grained analysis on perception, reasoning, and planning simultaneously. Our comprehensive evaluation of various state-of-the-art MLLMs demonstrates that existing MLLMs show significant deficiencies in perception and planning capabilities. We hope NeSy-Route can support further research and development of more powerful MLLMs for remote sensing.",,preprint,"@article{yang2026nesyroute,
  title={NeSy-Route: A Neuro-Symbolic Benchmark for Constrained Route Planning in Remote Sensing},
  author={Ming Yang and Zhi Zhou and Shi-Yu Tian and Kun-Yang Yu and Lan-Zhe Guo and Yu-Feng Li},
  journal={arXiv preprint arXiv:2603.16307v1},
  year={2026},
  url={http://arxiv.org/abs/2603.16307v1}
}","Ming Yang, Zhi Zhou, Shi-Yu Tian, Kun-Yang Yu, Lan-Zhe Guo, Yu-Feng Li",,2026-04-18
Method,Method,Computer Vision,,2026-03-18,3,2026,,MM-OVSeg:Multimodal Optical-SAR Fusion for Open-Vocabulary Segmentation in Remote Sensing,,http://arxiv.org/abs/2603.17528v2,"Open-vocabulary segmentation enables pixel-level recognition from an open set of textual categories, allowing generalization beyond fixed classes. Despite great potential in remote sensing, progress in this area remains largely limited to clear-sky optical data and struggles under cloudy or haze-contaminated conditions. We present MM-OVSeg, a multimodal Optical-SAR fusion framework for resilient open-vocabulary segmentation under adverse weather conditions. MM-OVSeg leverages the complementary strengths of the two modalities--optical imagery provides rich spectral semantics, while synthetic aperture radar (SAR) offers cloud-penetrating structural cues. To address the cross-modal domain gap and the limited dense prediction capability of current vision-language models, we propose two key designs: a cross-modal unification process for multi-sensor representation alignment, and a dual-encoder fusion module that integrates hierarchical features from multiple vision foundation models for text-aligned multimodal segmentation. Extensive experiments demonstrate that MM-OVSeg achieves superior robustness and generalization across diverse cloud conditions. The source dataset and code are available at https://github.com/Jimmyxichen/MM-OVSeg.",https://github.com/Jimmyxichen/MM-OVSeg,CVPR2026,"@article{wei2026mmovsegmultimodal,
  title={MM-OVSeg:Multimodal Optical-SAR Fusion for Open-Vocabulary Segmentation in Remote Sensing},
  author={Yimin Wei and Aoran Xiao and Hongruixuan Chen and Junshi Xia and Naoto Yokoya},
  journal={arXiv preprint arXiv:2603.17528v2},
  year={2026},
  url={http://arxiv.org/abs/2603.17528v2}
}","Yimin Wei, Aoran Xiao, Hongruixuan Chen, Junshi Xia, Naoto Yokoya",,2026-04-18
Method,Method,Computer Vision,,2026-03-18,3,2026,,Prompt-Free Universal Region Proposal Network,,http://arxiv.org/abs/2603.17554v1,"Identifying potential objects is critical for object recognition and analysis across various computer vision applications. Existing methods typically localize potential objects by relying on exemplar images, predefined categories, or textual descriptions. However, their reliance on image and text prompts often limits flexibility, restricting adaptability in real-world scenarios. In this paper, we introduce a novel Prompt-Free Universal Region Proposal Network (PF-RPN), which identifies potential objects without relying on external prompts. First, the Sparse Image-Aware Adapter (SIA) module performs initial localization of potential objects using a learnable query embedding dynamically updated with visual features. Next, the Cascade Self-Prompt (CSP) module identifies the remaining potential objects by leveraging the self-prompted learnable embedding, autonomously aggregating informative visual features in a cascading manner. Finally, the Centerness-Guided Query Selection (CG-QS) module facilitates the selection of high-quality query embeddings using a centerness scoring network. Our method can be optimized with limited data (e.g., 5% of MS COCO data) and applied directly to various object detection application domains for identifying potential objects without fine-tuning, such as underwater object detection, industrial defect detection, and remote sensing image object detection. Experimental results across 19 datasets validate the effectiveness of our method. Code is available at https://github.com/tangqh03/PF-RPN.",https://github.com/tangqh03/PF-RPN,CVPR 2026,"@article{tang2026promptfree,
  title={Prompt-Free Universal Region Proposal Network},
  author={Qihong Tang and Changhan Liu and Shaofeng Zhang and Wenbin Li and Qi Fan and Yang Gao},
  journal={arXiv preprint arXiv:2603.17554v1},
  year={2026},
  url={http://arxiv.org/abs/2603.17554v1}
}","Qihong Tang, Changhan Liu, Shaofeng Zhang, Wenbin Li, Qi Fan, Yang Gao",OD,2026-04-18
Method,Method,Computer Vision,,2026-03-18,3,2026,,Parameter-Efficient Modality-Balanced Symmetric Fusion for Multimodal Remote Sensing Semantic Segmentation,,http://arxiv.org/abs/2603.17705v1,"Multimodal remote sensing semantic segmentation enhances scene interpretation by exploiting complementary physical cues from heterogeneous data. Although pretrained Vision Foundation Models (VFMs) provide strong general-purpose representations, adapting them to multimodal tasks often incurs substantial computational overhead and is prone to modality imbalance, where the contribution of auxiliary modalities is suppressed during optimization. To address these challenges, we propose MoBaNet, a parameter-efficient and modality-balanced symmetric fusion framework. Built upon a largely frozen VFM backbone, MoBaNet adopts a symmetric dual-stream architecture to preserve generalizable representations while minimizing the number of trainable parameters. Specifically, we design a Cross-modal Prompt-Injected Adapter (CPIA) to enable deep semantic interaction by generating shared prompts and injecting them into bottleneck adapters under the frozen backbone. To obtain compact and discriminative multimodal representations for decoding, we further introduce a Difference-Guided Gated Fusion Module (DGFM), which adaptively fuses paired stage features by explicitly leveraging cross-modal discrepancy to guide feature selection. Furthermore, we propose a Modality-Conditional Random Masking (MCRM) strategy to mitigate modality imbalance by masking one modality only during training and imposing hard-pixel auxiliary supervision on modality-specific branches. Extensive experiments on the ISPRS Vaihingen and Potsdam benchmarks demonstrate that MoBaNet achieves state-of-the-art performance with significantly fewer trainable parameters than full fine-tuning, validating its effectiveness for robust and balanced multimodal fusion. The source code in this work is available at https://github.com/sauryeo/MoBaNet.",https://github.com/sauryeo/MoBaNet,"14 pages, 6 figures","@article{li2026parameterefficient,
  title={Parameter-Efficient Modality-Balanced Symmetric Fusion for Multimodal Remote Sensing Semantic Segmentation},
  author={Haocheng Li and Juepeng Zheng and Shuangxi Miao and Ruibo Lu and Guosheng Cai and Haohuan Fu and Jianxi Huang},
  journal={arXiv preprint arXiv:2603.17705v1},
  year={2026},
  url={http://arxiv.org/abs/2603.17705v1}
}","Haocheng Li, Juepeng Zheng, Shuangxi Miao, Ruibo Lu, Guosheng Cai, Haohuan Fu, Jianxi Huang",SEG,2026-04-18
Method,Method,Computer Vision,,2026-03-19,3,2026,,TerraScope: Pixel-Grounded Visual Reasoning for Earth Observation,,http://arxiv.org/abs/2603.19039v1,"Vision-language models (VLMs) have shown promise in earth observation (EO), yet they struggle with tasks that require grounding complex spatial reasoning in precise pixel-level visual representations. To address this problem, we introduce TerraScope, a unified VLM that delivers pixel-grounded geospatial reasoning with two key capabilities: (1) modality-flexible reasoning: it handles single-modality inputs (optical or SAR) and adaptively fuses different modalities into the reasoning process when both are available; (2) multi-temporal reasoning: it integrates temporal sequences for change analysis across multiple time points. In addition, we curate Terra-CoT, a large-scale dataset containing 1 million samples with pixel-level masks embedded in reasoning chains across multiple sources. We also propose TerraScope-Bench, the first benchmark for pixel-grounded geospatial reasoning with six sub-tasks that evaluates both answer accuracy and mask quality to ensure authentic pixel-grounded reasoning. Experiments show that TerraScope significantly outperforms existing VLMs on pixel-grounded geospatial reasoning while providing interpretable visual evidence.",,CVPR20206 (Main Track),"@article{shu2026terrascope,
  title={TerraScope: Pixel-Grounded Visual Reasoning for Earth Observation},
  author={Yan Shu and Bin Ren and Zhitong Xiong and Xiao Xiang Zhu and Begüm Demir and Nicu Sebe and Paolo Rota},
  journal={arXiv preprint arXiv:2603.19039v1},
  year={2026},
  url={http://arxiv.org/abs/2603.19039v1}
}","Yan Shu, Bin Ren, Zhitong Xiong, Xiao Xiang Zhu, Begüm Demir, Nicu Sebe, Paolo Rota",VG,2026-04-18
Method,Method,Robotics,cs.MA,2026-03-20,3,2026,,Beyond detection: cooperative multi-agent reasoning for rapid onboard EO crisis response,,http://arxiv.org/abs/2603.19858v1,"Rapid identification of hazardous events is essential for next-generation Earth Observation (EO) missions supporting disaster response. However, current monitoring pipelines remain largely ground-centric, introducing latency due to downlink limitations, multi-source data fusion constraints, and the computational cost of exhaustive scene analysis.   This work proposes a hierarchical multi-agent architecture for onboard EO processing under strict resource and bandwidth constraints. The system enables the exploitation of complementary multimodal observations by coordinating specialized AI agents within an event-driven decision pipeline. AI agents can be deployed across multiple nodes in a distributed setting, such as satellite platforms. An Early Warning agent generates fast hypotheses from onboard observations and selectively activates domain-specific analysis agents, while a Decision agent consolidates the evidence to issue a final alert. The architecture combines vision-language models, traditional remote sensing analysis tools, and role-specialized agents to enable structured reasoning over multimodal observations while minimizing unnecessary computation.   A proof-of-concept implementation was executed on the engineering model of an edge-computing platform currently deployed in orbit, using representative satellite data. Experiments on wildfire and flood monitoring scenarios show that the proposed routing-based pipeline significantly reduces computational overhead while maintaining coherent decision outputs, demonstrating the feasibility of distributed agent-based reasoning for future autonomous EO constellations.",,Accepted for presentation at the ESA's 4S Symposium 2026 Conference (see https://atpi.eventsair.com/4s-symposium-2026/),"@article{mousist2026beyond,
  title={Beyond detection: cooperative multi-agent reasoning for rapid onboard EO crisis response},
  author={Alejandro D. Mousist and Pedro Delgado de Robles Martín and Raquel Lladró Climent and Julian Cobos Aparicio},
  journal={arXiv preprint arXiv:2603.19858v1},
  year={2026},
  url={http://arxiv.org/abs/2603.19858v1}
}","Alejandro D. Mousist, Pedro Delgado de Robles Martín, Raquel Lladró Climent, Julian Cobos Aparicio",,2026-04-18
Method,Method,Computer Vision,,2026-03-20,3,2026,,SIMPLER: Efficient Foundation Model Adaptation via Similarity-Guided Layer Pruning for Earth Observation,,http://arxiv.org/abs/2603.19873v1,"Fine-tuning foundation models for Earth Observation is computationally expensive, with high training time and memory demands for both training and deployment. Parameter-efficient methods reduce training cost but retain full inference complexity, while post-hoc compression optimizes inference only after costly full fine-tuning. We introduce SIMPLER, a pre-fine-tuning architecture selection method that reduces inference and deployment costs by identifying an effective model depth before adaptation. SIMPLER exploits stabilization of representations in deeper layers of pre-trained vision transformers: it computes layer-wise representation similarity on unlabeled task data and applies an automated scoring function to select redundant layers, with no gradients, magnitude heuristics, or hyperparameter tuning required. On Prithvi-EO-2, SIMPLER prunes up to 79% of parameters while retaining 94% of baseline performance, yielding a 2.1x training speedup and 2.6x inference speedup. The method generalizes to TerraMind (a multimodal EO foundation model) and ImageNet-pretrained ViT-MAE, demonstrating applicability across tasks, architectures, and spectral modalities. Code is available at https://gitlab.citius.gal/hpc4rs/simpler.",,,"@article{barreiro2026simpler,
  title={SIMPLER: Efficient Foundation Model Adaptation via Similarity-Guided Layer Pruning for Earth Observation},
  author={Víctor Barreiro and Johannes Jakubik and Francisco Argüello and Dora B. Heras},
  journal={arXiv preprint arXiv:2603.19873v1},
  year={2026},
  url={http://arxiv.org/abs/2603.19873v1}
}","Víctor Barreiro, Johannes Jakubik, Francisco Argüello, Dora B. Heras",,2026-04-18
Dataset,Dataset,Computer Vision,,2026-03-22,3,2026,,A Large-Scale Remote Sensing Dataset and VLM-based Algorithm for Fine-Grained Road Hierarchy Classification,,http://arxiv.org/abs/2603.21222v1,"In this work, we present SYSU-HiRoads, a large-scale hierarchical road dataset, and RoadReasoner, a vision-language-geometry framework for automatic multi-grade road mapping from remote sensing imagery. SYSU-HiRoads is built from GF-2 imagery covering 3631 km2 in Henan Province, China, and contains 1079 image tiles at 0.8 m spatial resolution. Each tile is annotated with dense road masks, vectorized centerlines, and three-level hierarchy labels, enabling the joint training and evaluation of segmentation, topology reconstruction, and hierarchy classification. Building on this dataset, RoadReasoner is designed to generate robust road surface masks, topology-preserving road networks, and semantically coherent hierarchy assignments. We strengthen road feature representation and network connectivity by explicitly enhancing frequency-sensitive cues and multi-scale context. Moreover, we perform hierarchy inference at the skeleton-segment level with geometric descriptors and geometry-aware textual prompts, queried by vision-language models to obtain linguistically interpretable grade decisions. Experiments on SYSU-HiRoads and the CHN6-CUG dataset show that RoadReasoner surpasses state-of-the-art road extraction baselines and produces accurate and semantically consistent road hierarchy maps with 72.6% OA, 64.2% F1 score, and 60.6% SegAcc. The dataset and code will be publicly released to support automated transport infrastructure mapping, road inventory updating, and broader infrastructure management applications.",,,"@article{han2026a,
  title={A Large-Scale Remote Sensing Dataset and VLM-based Algorithm for Fine-Grained Road Hierarchy Classification},
  author={Ting Han and Xiangyi Xie and Yiping Chen and Yumeng Du and Jin Ma and Aiguang Li and Jiaan Liu and Yin Gao},
  journal={arXiv preprint arXiv:2603.21222v1},
  year={2026},
  url={http://arxiv.org/abs/2603.21222v1}
}","Ting Han, Xiangyi Xie, Yiping Chen, Yumeng Du, Jin Ma, Aiguang Li, Jiaan Liu, Yin Gao",CLS,2026-04-18
Method,Method,Computer Vision,,2026-03-23,3,2026,,SHARP: Spectrum-aware Highly-dynamic Adaptation for Resolution Promotion in Remote Sensing Synthesis,,http://arxiv.org/abs/2603.21783v2,"Text-to-image generation powered by Diffusion Transformers (DiTs) has made remarkable strides, yet remote sensing (RS) synthesis lags behind due to two barriers: the absence of a domain-specialized DiT prior and the prohibitive cost of training at the large resolutions that RS applications demand. Training-free resolution promotion via Rotary Position Embedding (RoPE) rescaling offers a practical remedy, but every existing method applies a static positional scaling rule throughout the denoising process. This uniform compression is particularly harmful for RS imagery, whose substantially denser medium- and high-frequency energy encodes the fine structures critical for aerial-scene realism, such as vehicles, building contours, and road markings. Addressing both challenges requires a domain-specialized generative prior coupled with a denoising-aware positional adaptation strategy. To this end, we fine-tune FLUX on over 100,000 curated RS images to build a strong domain prior (RS-FLUX), and propose Spectrum-aware Highly-dynamic Adaptation for Resolution Promotion (SHARP), a training-free method that introduces a rational fractional time schedule k_rs(t) into RoPE. SHARP applies strong positional promotion during the early layout-formation stage and progressively relaxes it during detail recovery, aligning extrapolation strength with the frequency-progressive nature of diffusion denoising. Its resolution-agnostic formulation further enables robust multi-scale generation from a single set of hyperparameters. Extensive experiments across six square and rectangular resolutions show that SHARP consistently outperforms all training-free baselines on CLIP Score, Aesthetic Score, and HPSv2, with widening margins at more aggressive extrapolation factors and negligible computational overhead. Code and weights are available at https://github.com/bxuanz/SHARP.",https://github.com/bxuanz/SHARP,,"@article{zhao2026sharp,
  title={SHARP: Spectrum-aware Highly-dynamic Adaptation for Resolution Promotion in Remote Sensing Synthesis},
  author={Bingxuan Zhao and Qing Zhou and Chuang Yang and Qi Wang},
  journal={arXiv preprint arXiv:2603.21783v1},
  year={2026},
  url={http://arxiv.org/abs/2603.21783v1}
}","Bingxuan Zhao, Qing Zhou, Chuang Yang, Qi Wang",,2026-04-18
Survey,Survey,Computer Vision,,2026-03-23,3,2026,,Survey on Remote Sensing Scene Classification: From Traditional Methods to Large Generative AI Models,,http://arxiv.org/abs/2603.26751v1,"Remote sensing scene classification has experienced a paradigmatic transformation from traditional handcrafted feature methods to sophisticated artificial intelligence systems that now form the backbone of modern Earth observation applications. This comprehensive survey examines the complete methodological evolution, systematically tracing development from classical texture descriptors and machine learning classifiers through the deep learning revolution to current state-of-the-art foundation models and generative AI approaches. We chronicle the pivotal shift from manual feature engineering to automated hierarchical representation learning via convolutional neural networks, followed by advanced architectures including Vision Transformers, graph neural networks, and hybrid frameworks. The survey provides in-depth coverage of breakthrough developments in self-supervised foundation models and vision-language systems, highlighting exceptional performance in zero-shot and few-shot learning scenarios. Special emphasis is placed on generative AI innovations that tackle persistent challenges through synthetic data generation and advanced feature learning strategies. We analyze contemporary obstacles including annotation costs, multimodal data fusion complexities, interpretability demands, and ethical considerations, alongside current trends in edge computing deployment, federated learning frameworks, and sustainable AI practices. Based on comprehensive analysis of recent advances and gaps, we identify key future research priorities: advancing hyperspectral and multi-temporal analysis capabilities, developing robust cross-domain generalization methods, and establishing standardized evaluation protocols to accelerate scientific progress in remote sensing scene classification systems.",,Journal of King Saud University Computer and Information Sciences,"@article{huang2026survey,
  title={Survey on Remote Sensing Scene Classification: From Traditional Methods to Large Generative AI Models},
  author={Qionghao Huang and Can Hu},
  journal={arXiv preprint arXiv:2603.26751v1},
  year={2026},
  url={http://arxiv.org/abs/2603.26751v1}
}","Qionghao Huang, Can Hu",CLS,2026-04-18
Method,Method,Computer Vision,,2026-03-24,3,2026,,From Pixels to Semantics: A Multi-Stage AI Framework for Structural Damage Detection in Satellite Imagery,,http://arxiv.org/abs/2603.22768v1,"Rapid and accurate structural damage assessment following natural disasters is critical for effective emergency response and recovery. However, remote sensing imagery often suffers from low spatial resolution, contextual ambiguity, and limited semantic interpretability, reducing the reliability of traditional detection pipelines. In this work, we propose a novel hybrid framework that integrates AI-based super-resolution, deep learning object detection, and Vision-Language Models (VLMs) for comprehensive post-disaster building damage assessment. First, we enhance pre- and post-disaster satellite imagery using a Video Restoration Transformer (VRT) to upscale images from 1024x1024 to 4096x4096 resolution, improving structural detail visibility. Next, a YOLOv11-based detector localizes buildings in pre-disaster imagery, and cropped building regions are analyzed using VLMs to semantically assess structural damage across four severity levels. To ensure robust evaluation in the absence of ground-truth captions, we employ CLIPScore for reference-free semantic alignment and introduce a multi-model VLM-as-a-Jury strategy to reduce individual model bias in safety-critical decision making. Experiments on subsets of the xBD dataset, including the Moore Tornado and Hurricane Matthew events, demonstrate that the proposed framework enhances the semantic interpretation of damaged buildings. In addition, our framework provides helpful recommendations to first responders for recovery based on damage analysis.",,,"@article{shakya2026from,
  title={From Pixels to Semantics: A Multi-Stage AI Framework for Structural Damage Detection in Satellite Imagery},
  author={Bijay Shakya and Catherine Hoier and Khandaker Mamun Ahmed},
  journal={arXiv preprint arXiv:2603.22768v1},
  year={2026},
  url={http://arxiv.org/abs/2603.22768v1}
}","Bijay Shakya, Catherine Hoier, Khandaker Mamun Ahmed",OD;SR,2026-04-18
Method,Method,Image and Video Processing,,2026-03-24,3,2026,,Retrieval-Guided Photovoltaic Inventory Estimation from Satellite Imagery for Distribution Grid Planning,,http://arxiv.org/abs/2603.22856v1,"The rapid expansion of distributed rooftop photovoltaic (PV) systems introduces increasing uncertainty in distribution grid planning, hosting capacity assessment, and voltage regulation. Reliable estimation of rooftop PV deployment from satellite imagery is therefore essential for accurate modeling of distributed generation at feeder and service-territory scales. However, conventional computer vision approaches rely on fixed learned representations and globally averaged visual correlations. This makes them sensitive to geographic distribution shifts caused by differences in roof materials, urban morphology, and imaging conditions across regions. To address these challenges, this paper proposes Solar Retrieval-Augmented Generation (Solar-RAG), a context-grounded framework for photovoltaic assessment that integrates similarity-based image retrieval with multimodal vision-language reasoning. Instead of producing predictions solely from internal model parameters, the proposed approach retrieves visually similar rooftop scenes with verified annotations and performs comparative reasoning against these examples during inference. This retrieval-guided mechanism provides geographically contextualized references that improve robustness under heterogeneous urban environments without requiring model retraining. The method outperform both conventional deep vision models and standalone vision-language models. Furthermore, feeder-level case studies show that improved PV inventory estimation reduces errors in voltage deviation analysis and hosting capacity assessment. The results demonstrate that the proposed method provides a scalable and geographically robust approach for monitoring distributed PV deployment. This enables more reliable integration of remote sensing data into distribution grid planning and distributed energy resource management.",,"38 pages, 15 figures","@article{guo2026retrievalguided,
  title={Retrieval-Guided Photovoltaic Inventory Estimation from Satellite Imagery for Distribution Grid Planning},
  author={Muhao Guo and Lihao Mai and Erik Blasch and Jafarali Parol and Turki Rakan and Yang Weng},
  journal={arXiv preprint arXiv:2603.22856v1},
  year={2026},
  url={http://arxiv.org/abs/2603.22856v1}
}","Muhao Guo, Lihao Mai, Erik Blasch, Jafarali Parol, Turki Rakan, Yang Weng",ITR,2026-04-18
Method,Method,Computer Vision,,2026-03-24,3,2026,,Dual Contrastive Network for Few-Shot Remote Sensing Image Scene Classification,,http://arxiv.org/abs/2603.23161v1,"Few-shot remote sensing image scene classification (FS-RSISC) aims at classifying remote sensing images with only a few labeled samples. The main challenges lie in small inter-class variances and large intra-class variances, which are the inherent property of remote sensing images. To address these challenges, we propose a transfer-based Dual Contrastive Network (DCN), which incorporates two auxiliary supervised contrastive learning branches during the training process. Specifically, one is a Context-guided Contrastive Learning (CCL) branch and the other is a Detail-guided Contrastive Learning (DCL) branch, which focus on inter-class discriminability and intra-class invariance, respectively. In the CCL branch, we first devise a Condenser Network to capture context features, and then leverage a supervised contrastive learning on top of the obtained context features to facilitate the model to learn more discriminative features. In the DCL branch, a Smelter Network is designed to highlight the significant local detail information. And then we construct a supervised contrastive learning based on the detail feature maps to fully exploit the spatial information in each map, enabling the model to concentrate on invariant detail features. Extensive experiments on four public benchmark remote sensing datasets demonstrate the competitive performance of our proposed DCN.",,,"@article{ji2026dual,
  title={Dual Contrastive Network for Few-Shot Remote Sensing Image Scene Classification},
  author={Zhong Ji and Liyuan Hou and Xuan Wang and Gang Wang and Yanwei Pang},
  journal={arXiv preprint arXiv:2603.23161v1},
  year={2026},
  url={http://arxiv.org/abs/2603.23161v1}
}","Zhong Ji, Liyuan Hou, Xuan Wang, Gang Wang, Yanwei Pang",CLS,2026-04-18
Dataset,Dataset,Computer Vision,,2026-03-25,3,2026,,OptiSAR-Net++: A Large-Scale Benchmark and Transformer-Free Framework for Cross-Domain Remote Sensing Visual Grounding,,http://arxiv.org/abs/2603.24876v1,"Remote sensing visual grounding (RSVG) aims to localize specific targets in remote sensing images using natural language expressions. However, existing methods are restricted to single-sensor domains, i.e., either optical or synthetic aperture radar (SAR), limiting their real-world applicability. In this paper, we introduce the Cross-Domain RSVG (CD-RSVG) task and construct OptSAR-RSVG, the first large-scale benchmark dataset for this setting. To tackle the challenges of cross-domain feature modeling, computational inefficiency, and fine-grained semantic discrimination, we propose OptiSAR-Net++. Our framework features a patch-level Low-Rank Adaptation Mixture of Experts (PL-MoE) for efficient cross-domain feature decoupling. To mitigate the substantial computational overhead of Transformer decoding frameworks, we adopt a CLIP-based contrastive paradigm and further incorporate dynamic adversarial negative sampling, thereby transforming generative regression into an efficient cross-modal matching process. Additionally, a text-guided dual-gate fusion module (TGDF-SSA) and a region-aware auxiliary head are introduced to enhance semantic-visual alignment and spatial modeling. Extensive experiments demonstrate that OptiSAR-Net++ achieves SOTA performance on both OptSAR-RSVG and DIOR-RSVG benchmarks, offering significant advantages in localization accuracy and efficiency. Our code and dataset will be made publicly available.",,,"@article{tang2026optisarnet,
  title={OptiSAR-Net++: A Large-Scale Benchmark and Transformer-Free Framework for Cross-Domain Remote Sensing Visual Grounding},
  author={Xiaoyu Tang and Jun Dong and Jintao Cheng and Rui Fan},
  journal={arXiv preprint arXiv:2603.24876v1},
  year={2026},
  url={http://arxiv.org/abs/2603.24876v1}
}","Xiaoyu Tang, Jun Dong, Jintao Cheng, Rui Fan",VG,2026-04-18
Method,Method,Computer Vision,,2026-03-26,3,2026,,GeoHeight-Bench: Towards Height-Aware Multimodal Reasoning in Remote Sensing,,http://arxiv.org/abs/2603.25565v1,"Current Large Multimodal Models (LMMs) in Earth Observation typically neglect the critical ""vertical"" dimension, limiting their reasoning capabilities in complex remote sensing geometries and disaster scenarios where physical spatial structures often outweigh planar visual textures. To bridge this gap, we introduce a comprehensive evaluation framework dedicated to height-aware remote sensing understanding. First, to overcome the severe scarcity of annotated data, we develop a scalable, VLM-driven data generation pipeline utilizing systematic prompt engineering and metadata extraction. This pipeline constructs two complementary benchmarks: GeoHeight-Bench for relative height analysis, and a more challenging GeoHeight-Bench+ for holistic, terrain-aware reasoning. Furthermore, to validate the necessity of height perception, we propose GeoHeightChat, the first height-aware remote sensing LMM baseline. Serving as a strong proof of concept, our baseline demonstrates that synergizing visual semantics with implicitly injected height geometric features effectively mitigates the ""vertical blind spot"", successfully unlocking a new paradigm of interactive height reasoning in existing optical models.",,"18 pages, 4 figures","@article{hu2026geoheightbench,
  title={GeoHeight-Bench: Towards Height-Aware Multimodal Reasoning in Remote Sensing},
  author={Xuran Hu and Zhitong Xiong and Zhongcheng Hong and Yifang Ban and Xiaoxiang Zhu and Wufan Zhao},
  journal={arXiv preprint arXiv:2603.25565v1},
  year={2026},
  url={http://arxiv.org/abs/2603.25565v1}
}","Xuran Hu, Zhitong Xiong, Zhongcheng Hong, Yifang Ban, Xiaoxiang Zhu, Wufan Zhao",,2026-04-18
